borne,viteza,nume,fir,r_start,r_end,linie
"4+000
8+000",50,,2,4,8,504
"9+600
11+600",50,,2,9.6,11.6,504
"11+640
11+900",10,"*Valabil pentru trenurile remorcate cu două locomotive cuplate.
Nesemnalizată pe teren.",2,11.64,11.9,504
"31+400
35+500",30,,2,31.4,35.5,504
"226+560
226+700",15,"* Valabil pentru trenurile care au în componență două locomotive cuplate.
Nesemnalizată pe teren.",2,226.56,226.7,602
"227+200
227+800",15,,2,227.2,227.8,602
"șantier mobil
1500 m",50,"Restricție protecție muncitori, zilnic, fără S+D+sărbători legale.",2,NA,NA,610
"19+600
19+700",30,"Racord Aeroport T1 –
Baloteşti",1,19.6,19.7,700
"135+550
135+610",15,"Ruşeţu -
Făurei",1,135.55,135.61,700
"167+400
167+700",15,"St. Făurei
(zonă aparate de cale Cap X aferente 
liniei 4 directe)",1,167.4,167.7,700
"167+350
167+800",30,"St. Făurei
(zonă aparate de cale Cap X aferente 
liniei 3 directe)",1,167.35,167.8,700
"226+800
226+900",15,"Lacu Sărat - 
Brăila",1,226.8,226.9,700
"13+071
16+157",70,,2,13.071,16.157,700
"226+800
226+900",15,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Nesemnalizată pe teren.",2,226.8,226.9,700
"246+100
246+370",30,"*Valabil pentru trenurile care au în componență două locomotive cuplate.
Nesemnalizată pe teren.",2,246.1,246.37,700
"132+374
148+200",50,"Buzău Sud -
Cilibia
și linia 2 directă 
st. Cilibia",1,132.374,148.2,701
"159+000
160+500",50,"Rosetti - 
Făurei
și linia 1 directă 
C.A. Rosetti",1,159,160.5,701
"162+000
167+350",50,"C.A. Rosetti -
 Făurei
(zonă aparate de cale Cap X aferente liniei 
3 directe)",1,162,167.35,701
"167+350
167+800",30,,1,167.35,167.8,701
"132+374
158+420",20,"Afectează intrări - ieșiri peste sch. 12, 34, 6, 4 
st. Buzău Sud Cap Y,
sch. 3, 7, 11, 14, 10 și 6
st. Cilibia Cap X + Cap Y,
sch. 3, 7 și 9 st. Rosetti 
Cap X.",2,132.374,158.42,701
"167+400
167+700",15,"Afectează intrări - ieşiri peste sch. 7, 11, 17, 21, 27, 37 și 39 și la liniile 4 - 8 Cap X.",2,167.4,167.7,701
"46+450
55+270",30,,2,46.45,55.27,701
"11+010
11+060",70,"Bucureşti Băneasa -
Pantelimon",1,11.01,11.06,800
"27+850
27+900",70,"Pasărea -
Brănești",1,27.85,27.9,800
firul III,NA,"150+800
153+500",1,NA,NA,800
firul III,NA,"163+700
166+500",1,NA,NA,800
"22+950
23+000",70,,2,22.95,23,800
"47+700
48+200",100,,2,47.7,48.2,800
"107+800
111+730",140,Semnalizată ca limitare de viteză.,2,107.8,111.73,800
"0+844
15+500",70,"Ploiești Sud -
H.M. Zănoaga",1,0.844,15.5,804
"11+265
11+520",15,"H.M. Corlățești - 
H.M. Zănoaga",1,11.265,11.52,804
"24+600
43+100",70,"Ax H.M. Drăgănești Ph. -
Ax H.M. Ialomița",1,24.6,43.1,804
"43+100
47+010",60,"H.M. Ialomița -
Armăşeşti",1,43.1,47.01,804
"74+550
74+650",30,"Broşteni –
Sărăţuica",1,74.55,74.65,804
"103+500
103+600",30,"Andrăşeşti -
Ramificaţie Amara",1,103.5,103.6,804
"128+250
128+300",5,"Bucu -
Ţăndărei",1,128.25,128.3,804
"135+975
136+025",5,"Bucu -
Ţăndărei",1,135.975,136.025,804
"32+524
43+100",70,"Fără inductori.
Nesemnalizată pe teren.",2,32.524,43.1,804
firul III,NA,"între sch. 
26 şi 28 
şi 
peste sch. 26       în abatere",1,NA,NA,813
firul III,NA,"peste 
sch. 14 
în abatere",1,NA,NA,813
"0+000
2+272",20,"Agigea Nord - 
Constanța Port Zona C
(linia COMVEX)",1,0,2.272,813
"245+070
245+120",15,"Eforie Sud -
Costineşti",1,245.07,245.12,813
"250+500
250+550",30,"St. Costineşti
linia 2 directă Cap X",1,250.5,250.55,813
"0+000
2+146",20,Nesemnalizată pe teren.,2,0,2.146,813
